qHardWords,qLength,hasMedia,qDaleChall,Value,Round,Show,aLength
6,16,0,10.7,400,0,5997,4
2,7,0,8.5,1600,1,4708,1
1,9,0,5.84,600,0,4615,2
8,17,0,11.91,400,0,6070,1
6,14,0,11.1,800,0,5064,3
1,2,0,11.63,1200,1,5545,3
4,16,0,8.38,200,0,5749,1
5,15,0,9.64,1600,1,4691,3
7,20,0,10.16,400,1,5968,1
3,6,0,11.83,400,1,4907,2
4,12,0,9.5,200,0,4294,1
7,17,0,10.98,400,1,5188,1
2,2,0,19.53,800,1,4394,2
6,16,0,10.35,800,0,5481,3
17,43,1,11.2,1000,0,6007,2
2,8,1,9.2,600,0,5212,2
1,24,0,1.85,1200,1,4725,1
5,22,0,7.59,800,0,6227,5
7,20,0,10.16,1200,1,5969,3
10,14,0,16.43,600,0,5796,1
1,3,0,19.48,200,0,5689,1
3,17,1,7.93,1200,1,5410,2
8,14,0,13.35,600,0,4766,3
3,11,0,8.87,600,0,4293,1
9,18,0,12.42,400,1,4935,2
5,10,0,12.86,1000,0,6199,3
8,14,0,14,600,0,4570,2
7,15,0,11.75,800,0,5466,2
4,14,0,8.84,800,1,4563,1
6,19,0,9.79,200,0,5986,3
17,46,1,10.59,400,0,4198,2
6,18,0,9.79,2000,1,4725,1
5,13,0,10.03,800,0,5724,3
8,17,0,11.91,1000,0,5602,1
3,16,0,7.39,2000,1,4927,2
4,13,0,9.14,400,0,4793,2
5,7,0,17.09,1000,0,5865,1
5,15,0,9.64,1200,1,4520,3
13,46,1,9.66,200,0,5546,2
1,3,0,9.05,400,1,4210,2
6,10,0,13.61,400,1,4984,1
5,16,0,9.36,600,0,5066,2
8,19,0,11.55,1200,1,5509,1
5,12,0,10.81,1600,1,5616,1
3,9,0,9.35,600,0,6158,3
4,10,0,10.45,1600,1,5243,3
4,14,0,9.14,800,0,4737,1
6,19,0,9.57,200,0,6023,1
7,19,0,10.67,2000,1,4081,2
7,16,0,11.75,1000,0,6034,5
3,15,0,7.54,400,0,4083,1
0,7,0,0.3,1000,0,4903,7
5,17,0,9.36,200,0,6049,2
5,11,0,11.36,400,1,5032,1
7,21,1,10.4,400,0,4746,3
4,7,0,14.46,1000,0,5592,1
3,12,0,8.18,2000,1,4273,1
5,11,0,11.36,600,0,4838,1
4,16,0,8.38,200,0,6219,1
8,20,0,10.94,200,0,5598,3
4,12,0,9.5,400,1,5168,2
6,20,0,9.37,400,1,4533,2
4,8,0,11.93,600,0,6111,1
4,17,0,7.77,200,0,4763,3
3,13,0,7.6,1600,1,5752,1
5,15,0,9.64,600,0,5426,1
13,38,1,10.37,800,1,5184,3
6,13,0,11.57,400,0,4122,1
3,15,0,7.54,1200,1,4760,2
7,23,0,9.58,1000,0,5835,1
1,3,0,9.05,2000,1,4633,2
7,22,0,9.75,200,0,4788,1
0,1,0,0.05,1600,1,6193,1
4,11,0,9.92,200,0,4493,1
5,20,0,8.26,800,1,5266,1
7,15,0,11.75,200,0,6052,5
5,11,0,11.36,200,0,5854,2
5,13,0,10.35,600,0,4189,2
9,17,0,12.84,1200,1,6092,1
5,21,0,8.1,200,0,4207,1
4,13,0,9.5,200,0,4922,3
4,18,0,8.04,800,1,4357,2
4,19,0,7.9,1000,0,4186,2
6,30,1,7.71,400,1,6003,3
6,21,0,9.19,1600,1,5187,2
3,19,0,7.07,200,0,5194,1
5,17,0,9.36,2000,1,4301,2
3,12,0,8.18,400,0,4392,1
4,18,0,8.04,1200,1,5953,1
2,8,0,7.98,200,0,4728,5
3,10,0,8.87,400,0,6081,2
8,13,0,14,400,1,4787,1
5,11,0,11.36,800,1,4622,1
1,4,0,7.78,800,0,4590,1
6,16,0,11.1,200,0,4968,2
7,23,0,9.58,600,0,5428,2
4,17,0,8.19,200,0,5616,2
1,18,0,5.41,1600,1,5884,2
6,16,0,10.35,1600,1,4031,2
7,17,0,10.98,1200,1,5862,3
6,20,0,9.37,400,0,5641,2
6,21,0,9.19,400,1,6237,2
3,17,0,7.27,600,0,4876,1
7,17,0,11.34,200,0,4348,2
3,4,0,19.58,200,0,4627,2
6,18,0,10.05,200,0,5284,2
4,13,0,9.14,2000,1,4452,2
1,10,0,5.71,200,0,5873,1
7,20,0,10.16,800,1,5302,1
8,20,0,10.45,800,0,6070,2
4,9,0,11.1,800,1,5749,2
7,19,0,10.67,600,0,4922,2
6,15,0,11.1,1000,0,4247,1
0,9,1,0.35,600,0,5101,1
8,16,0,12.8,2000,1,4731,1
3,18,0,7.16,1000,0,5331,1
4,13,0,9.5,800,0,4201,1
2,11,0,7.05,800,1,4707,1
3,9,0,9.95,1600,1,5743,1
3,20,0,6.5,200,0,4918,2
4,13,0,9.14,1200,1,5160,1
8,14,0,13.35,1000,0,5087,3
7,16,0,11.34,400,1,4032,1
7,18,0,10.67,1000,0,6210,3
7,22,0,9.75,800,1,5260,3
6,14,0,11.1,600,0,5831,2
8,18,0,11.55,2000,1,4322,2
1,13,0,5.55,1000,0,4319,2
3,20,0,7,600,0,5020,2
5,18,0,8.92,800,0,5763,1
4,16,0,8.38,600,0,4294,2
4,11,0,9.92,400,1,6023,1
5,18,0,9.12,600,0,5019,2
3,6,0,11.83,800,0,5709,1
2,12,0,6.86,800,1,4660,3
6,13,0,11.57,600,0,5050,3
2,3,0,14.31,1600,1,5935,2
6,14,0,11.57,800,0,4417,1
3,14,0,7.25,800,0,6112,2
7,18,1,11.34,2000,1,5253,1
7,16,0,11.75,600,0,4965,2
2,25,0,6.14,400,1,4728,1
6,15,0,10.7,2000,1,5371,1
5,19,0,8.73,2000,1,5283,2
9,14,0,15.21,200,0,5749,1
5,12,0,11.36,400,1,5433,1
5,18,0,8.92,1200,1,5131,1
4,10,0,10.45,1200,1,4539,2
3,8,0,9.95,1200,1,5283,2
8,20,0,10.45,200,0,4810,2
8,18,0,11.55,400,1,5538,3
11,35,1,10.17,2000,1,4915,2
4,16,0,8.59,400,0,5229,2
6,19,0,9.79,600,0,5351,1
3,6,0,11.83,400,1,5999,1
4,7,0,13.01,1600,1,5328,1
7,16,0,11.34,400,0,6270,2
5,18,0,8.92,800,0,4848,2
8,15,0,12.8,600,0,5545,1
5,14,0,9.97,200,0,4627,2
4,17,0,8.19,800,1,5783,1
2,15,0,6.24,400,0,4207,2
6,15,0,10.7,1600,1,4333,1
8,15,0,13.35,1000,0,6162,2
3,10,0,9.35,1600,1,5557,2
4,15,0,8.84,2000,1,6179,1
2,21,0,6.18,200,0,5561,4
2,9,0,7.59,1600,1,5208,2
10,20,0,12.89,1200,1,5044,1
6,15,0,11.1,2000,1,4190,1
1,13,0,5.62,1000,0,5482,1
3,7,0,10.75,1200,1,4622,1
5,9,0,12.86,2000,1,6213,1
7,16,0,11.75,1000,0,4716,1
1,7,0,6.24,1000,0,6218,1
6,15,0,10.7,400,1,5958,1
2,11,0,7.05,200,0,5417,1
6,18,0,9.79,400,0,5369,2
5,16,0,9.36,800,1,4585,2
6,12,0,12.79,400,1,4771,1
4,18,0,7.44,800,1,5694,4
3,11,0,8.49,800,0,4500,2
4,15,0,8.59,400,0,4353,1
5,14,0,10.35,400,0,4219,1
2,13,0,6.39,800,1,4602,2
5,16,0,9.36,400,1,6142,2
3,14,0,7.37,200,0,5624,1
7,12,0,13.44,400,1,4519,5
6,15,0,11.1,2000,1,5263,1
8,14,0,13.35,400,1,4593,2
3,15,0,7.54,600,0,5065,3
3,13,0,7.93,2000,1,6214,1
4,12,0,9.2,200,0,5271,2
9,36,1,8.76,400,1,4635,3
4,22,0,7.6,1600,1,6144,1
4,13,0,9.14,1200,1,5156,3
7,17,0,10.98,400,1,5871,1
6,21,0,9.37,1200,1,5624,1
6,21,0,9.19,1200,1,4148,2
3,12,0,8.18,600,0,4959,8
4,19,0,7.9,2000,1,4716,2
4,12,0,9.92,800,0,6201,1
4,19,0,7.9,600,0,6070,5
8,18,0,11.55,1600,1,4244,2
7,14,0,12.78,1000,0,4316,1
5,19,0,8.73,1000,0,5987,1
5,19,1,9.12,1000,0,5727,4
7,14,0,12.23,200,0,5988,3
3,6,0,11.83,1000,0,5371,3
7,19,0,10.4,400,1,4153,4
3,18,0,7.16,2000,1,4880,2
5,16,0,9.36,1000,0,4294,1
5,17,0,9.12,200,0,5898,5
6,18,0,9.35,2000,1,5482,3
3,12,0,8.18,400,0,5788,1
3,20,0,6.44,200,0,5387,1
5,11,0,11.36,400,0,5308,2
0,5,0,0.2,1600,1,4165,5
6,14,0,11.1,400,1,5786,3
5,18,0,8.92,400,0,5835,1
2,11,0,7.05,1000,0,4934,2
6,16,0,10.35,800,0,5419,2
5,18,0,8.92,800,1,4616,1
7,14,0,12.23,1600,1,5912,2
4,20,0,7.79,1600,1,5370,3
6,22,1,9.79,2000,1,5264,1
7,16,0,11.34,1600,1,4174,1
4,10,0,10.45,600,0,5814,2
7,16,0,11.34,1600,1,4526,1
4,19,0,7.59,2000,1,5218,2
7,37,1,7.88,600,0,5242,3
8,10,0,18.12,200,0,5138,1
2,8,0,7.98,400,1,4338,1
7,10,0,15.19,800,0,4789,1
1,2,0,11.63,400,1,4654,1
3,7,0,10.75,400,0,5767,3
9,22,0,11.45,1000,0,4210,2
1,13,0,5.5,800,0,4245,1
4,19,0,7.9,200,0,5308,1
2,10,0,7.29,400,0,5727,2
4,6,0,14.46,200,0,5248,1
4,10,0,11.1,400,0,4864,1
4,21,0,7.9,800,1,4504,1
3,8,0,9.95,400,0,5491,1
3,10,0,8.87,400,1,4469,1
1,14,1,5.55,1600,1,4768,1
7,20,0,10.4,1200,1,5594,4
6,20,0,9.37,400,0,5092,1
6,15,0,10.7,800,0,5499,2
6,16,0,10.7,400,0,5195,2
6,17,0,10.05,800,0,4867,3
5,17,0,9.36,800,1,5052,1
7,19,0,10.4,400,1,5140,3
5,18,0,8.92,400,0,6157,6
9,21,0,11.45,400,0,5837,1
2,12,0,6.86,400,0,4714,2
6,14,0,11.1,2000,1,4196,2
4,10,0,11.1,800,1,5722,2
12,35,1,10.35,600,0,4914,1
3,6,0,11.83,600,0,5476,2
2,7,0,8.5,800,0,5171,1
4,5,0,19.62,200,0,5786,4
8,14,0,13.35,1600,1,6197,2
5,16,0,9.36,800,1,5681,2
13,41,1,9.87,1600,1,6069,3
3,4,0,19.58,1600,1,4524,3
2,8,0,8.5,800,1,4853,5
8,19,0,11.23,800,0,6236,1
5,10,0,12.03,800,1,4787,2
4,14,0,8.84,2000,1,4499,2
4,23,0,6.95,600,0,5771,1
4,10,0,10.45,1000,0,4358,1
3,6,0,11.83,2000,1,5068,2
16,37,1,12.33,2000,1,5538,1
5,14,0,10.35,800,1,5762,2
5,16,0,9.36,1000,0,5515,2
4,17,0,8.38,400,0,5131,1
9,22,0,11.19,800,0,4396,2
7,17,0,11.34,800,0,4771,1
3,20,0,7,200,0,6255,1
2,2,0,19.53,600,0,5564,1
6,13,0,11.57,1000,0,5350,3
5,18,0,8.92,1600,1,4726,3
3,10,0,8.87,800,1,4213,1
7,22,0,9.21,1200,1,5275,1
5,16,0,8.97,600,0,5009,2
3,9,0,9.35,600,0,5384,2
3,18,0,7.16,800,1,4205,1
6,18,0,9.35,400,0,6073,1
7,16,0,11.75,800,1,5213,5
4,19,0,7.9,400,0,6187,2
5,22,1,8.58,1000,0,5014,2
9,18,0,12.42,1600,1,5234,1
7,12,0,13.44,400,1,5046,1
3,15,0,7.54,400,1,6215,2
9,15,0,13.85,800,1,5455,1
6,13,0,12.13,200,0,4866,1
4,17,0,8.19,800,0,5421,2
4,16,0,8.59,400,1,4189,1
3,10,0,8.87,800,0,5121,1
1,13,0,5.5,400,0,5518,2
0,3,0,0.15,1200,1,4552,2
5,10,0,12.03,1600,1,5522,2
2,4,0,11.73,600,0,5516,2
2,11,0,7.05,400,1,4957,2
5,18,0,8.92,800,1,5027,3
13,42,1,9.98,1000,0,5532,1
7,14,0,12.23,800,1,4927,1
2,15,0,6.49,400,0,4349,2
4,14,0,9.14,800,1,5788,1
0,2,0,0.1,400,1,5135,2
6,12,0,12.13,1200,1,4830,3
3,11,0,8.49,400,1,6065,3
5,17,0,9.36,2000,1,4411,5
4,17,0,7.98,600,0,5311,2
3,11,1,9.35,600,0,5193,2
5,13,0,10.81,600,0,5780,1
5,9,0,12.86,200,0,4749,1
2,3,0,14.31,800,0,4967,3
5,14,0,10.35,800,1,5165,1
5,10,0,12.03,2000,1,5733,1
6,15,0,10.7,400,0,5443,1
4,12,0,9.92,200,0,5776,1
4,15,0,8.59,800,1,6288,2
12,40,1,9.68,800,1,5642,2
2,8,0,7.98,2000,1,4664,1
2,5,0,10.2,1200,1,4576,1
6,17,0,10.05,2000,1,6181,1
4,21,0,7.69,400,0,5285,1
5,15,0,9.64,800,0,4563,2
5,19,0,8.73,800,0,5196,1
4,13,0,9.14,200,0,4205,2
11,37,1,10.34,800,1,4975,3
3,11,0,8.49,800,0,5868,1
9,20,0,11.73,400,0,5187,2
7,18,0,10.22,1200,1,5115,2
5,23,0,8.32,2000,1,5020,1
5,15,0,9.64,400,1,4695,1
4,11,0,9.92,1200,1,5616,2
2,6,0,10.2,1000,0,5491,1
7,15,0,11.75,400,1,5403,1
2,10,0,7.29,1000,0,4226,1
4,7,0,14.46,600,0,6035,2
3,11,0,8.49,800,1,4269,1
4,22,0,6.87,400,0,5923,2
8,19,0,11.55,200,0,4167,3
13,38,1,10.52,200,0,5768,3
8,19,0,10.6,400,0,6043,2
6,22,0,9.03,2000,1,5282,2
2,6,0,9.2,200,0,5795,1
4,22,0,7.16,1000,0,5802,3
7,18,0,10.67,1000,0,5870,2
2,3,0,14.31,600,0,5203,1
3,11,0,8.49,800,0,4962,3
4,17,0,8.19,1600,1,6013,1
1,3,0,9.05,1600,1,6203,2
3,15,0,7.71,400,1,4500,2
5,19,0,8.73,800,0,4525,2
3,6,0,11.83,600,0,4787,1
3,18,0,7.16,400,0,4501,1
9,37,1,8.66,800,1,5065,1
3,21,0,6.93,1000,0,4836,2
4,13,0,9.14,400,0,5653,2
6,17,0,10.05,800,1,5714,3
4,17,0,8.19,400,1,4603,2
6,19,0,9.09,1200,1,5837,1
4,17,0,8.19,400,1,4175,2
4,10,0,10.45,200,0,6039,2
2,3,0,14.31,400,0,5580,2
6,20,0,9.35,400,1,5465,1
4,12,0,9.5,2000,1,4947,1
4,14,0,8.82,800,1,4965,2
3,3,0,19.58,1600,1,4139,2
3,13,0,7.93,200,0,4153,2
9,15,0,13.85,400,1,4325,1
9,22,0,11.19,1000,0,6179,2
4,9,0,11.1,800,1,5962,2
4,14,0,8.84,400,0,4248,1
3,21,0,7,2000,1,4935,2
3,16,0,7.39,400,0,5951,3
7,16,0,11.34,1600,1,5254,1
5,16,0,9.36,800,1,5919,1
2,8,0,7.98,400,0,4987,2
8,14,0,13.35,1000,0,4221,1
3,8,0,9.95,200,0,5261,2
3,13,0,7.93,1000,0,4546,2
1,10,0,5.71,200,0,4169,2
2,8,0,7.98,600,0,5061,4
8,18,0,11.91,400,0,6269,1
7,20,0,10.16,800,0,5121,4
1,13,0,5.5,400,0,5509,2
5,16,0,9.36,200,0,4765,1
1,19,0,5.41,1000,0,4528,2
5,10,0,12.03,1600,1,4859,3
4,9,0,11.93,1600,1,6095,1
5,21,0,7.92,200,0,4995,1
3,8,0,10.75,1200,1,4863,1
1,1,0,19.48,1200,1,4958,2
5,21,0,8.58,800,0,4978,1
6,16,1,11.57,400,1,5474,1
6,16,0,10.7,1200,1,5787,1
6,15,1,11.1,1200,1,4620,2
6,16,0,10.35,200,0,5523,1
1,3,0,9.05,800,1,4136,3
4,17,0,8.19,2000,1,4540,2
2,12,0,6.86,600,0,5039,1
6,14,0,11.1,2000,1,6042,1
8,17,0,11.91,800,1,4145,1
7,12,0,13.44,200,0,5315,2
5,12,0,11.09,400,0,5777,1
9,15,0,14.48,400,1,4188,2
1,9,0,5.84,800,0,4558,2
8,15,0,12.8,800,0,4708,3
7,17,0,11.34,400,1,5275,3
6,16,0,10.35,800,1,4689,1
4,5,0,16.52,800,0,5562,1
5,9,0,12.86,1200,1,5036,1
9,17,0,12.84,2000,1,5950,1
1,10,1,6.01,400,0,5040,4
6,19,0,9.57,1000,0,5788,1
8,17,0,12.33,1200,1,6146,1
7,20,0,10.16,1000,0,4693,1
3,9,0,9.35,2000,1,5772,1
3,16,0,7.39,800,1,5787,1
2,3,0,14.31,400,0,4243,2
2,9,0,7.59,400,0,4151,1
7,26,1,9.58,400,0,4608,4
2,12,0,7.05,400,1,4994,1
7,14,0,11.88,200,0,5090,1
3,15,0,7.54,1200,1,5451,2
4,10,0,10.45,2000,1,5439,2
9,18,0,12.42,2000,1,5095,2
5,16,0,9.64,800,0,5077,2
6,14,0,10.75,600,0,5150,1
10,39,1,9.02,1000,0,5265,1
4,12,0,9.92,600,0,4208,1
6,17,0,10.05,800,0,5689,1
4,13,1,9.92,400,1,4806,2
6,16,0,10.35,1600,1,5194,2
1,8,0,6.01,1200,1,4212,1
6,16,0,10.35,200,0,4411,3
4,14,0,9.14,600,0,5749,2
4,15,0,8.59,200,0,5085,3
5,16,0,8.97,400,0,4896,1
7,19,0,10.67,1200,1,5406,1
5,18,0,8.92,800,0,5965,2
1,6,0,6.57,2000,1,5255,1
15,35,1,11.83,1000,0,5176,2
1,10,1,6.01,1000,0,4777,1
2,10,0,7.29,1600,1,6093,1
5,11,0,11.36,1200,1,5110,3
7,19,0,10.4,200,0,4640,3
3,10,0,8.87,200,0,5968,2
7,12,0,13.44,600,0,4179,2
5,17,0,9.12,2000,1,5174,2
7,14,0,12.78,800,1,4717,1
4,13,0,9.14,400,1,4846,1
6,13,0,11.57,400,1,4987,2
1,16,0,5.42,200,0,4506,1
6,22,0,9.19,2000,1,5863,2
4,16,0,8.38,200,0,5472,2
12,17,0,15.63,200,0,4699,2
10,19,0,12.89,1200,1,4301,3
5,17,0,8.7,400,1,5385,2
7,16,0,11.34,600,0,4553,2
7,15,0,11.75,400,0,4250,2
5,17,0,9.36,1200,1,5869,1
5,10,0,12.03,1000,0,5034,2
3,11,0,8.49,200,0,4669,2
3,18,0,7.27,400,0,5325,2
3,18,0,7.16,400,1,5691,2
8,17,0,11.91,800,0,5273,2
2,16,1,6.59,200,0,4746,3
3,14,0,7.71,400,0,4211,2
5,15,1,10.35,800,1,5069,1
4,20,0,7.79,200,0,4327,1
5,11,0,11.36,1600,1,5160,3
8,19,0,11.23,1600,1,5446,1
6,11,0,13.61,800,1,5807,1
8,15,0,12.8,400,0,4670,2
5,16,0,9.36,600,0,5724,1
4,18,0,7.77,200,0,5455,1
4,8,0,11.93,200,0,4683,1
6,16,0,10.35,2000,1,5337,1
2,7,0,8.5,800,1,6221,1
5,11,0,11.36,800,1,5445,1
1,4,0,7.78,2000,1,4747,1
5,17,1,10.81,1200,1,5087,3
5,14,0,9.97,800,1,5378,2
3,10,0,8.87,200,0,5148,1
8,13,0,14.76,200,0,6198,1
7,15,0,11.75,1200,1,4130,2
4,18,0,8.04,1600,1,5789,1
2,11,0,7.05,400,1,4171,2
7,17,0,10.98,2000,1,5769,2
2,19,0,6.24,1200,1,6128,3
0,7,0,0.35,600,0,5492,1
6,20,0,9.57,800,0,4188,2
6,13,0,11.57,400,0,5834,1
3,17,0,6.84,2000,1,5529,1
6,11,0,12.79,600,0,5623,2
5,17,0,9.12,800,0,5141,3
2,25,0,5.52,200,0,5055,2
4,15,0,8.59,1200,1,4467,1
3,7,0,10.75,400,0,4626,2
4,14,0,8.84,1000,0,6265,1
6,13,0,11.57,400,1,4973,2
7,15,0,11.75,600,0,6174,3
7,16,0,11.75,2000,1,6170,2
6,14,0,11.57,400,0,5521,1
5,16,0,9.64,400,1,6165,2
7,29,1,8.47,1200,1,5231,2
6,14,0,11.1,2000,1,4924,2
4,21,0,7.69,200,0,4589,1
4,7,0,13.01,400,0,4543,2
5,14,0,9.97,2000,1,4298,2
6,18,0,9.79,800,1,5104,1
6,21,0,9.19,1200,1,6283,1
9,17,0,12.84,400,1,5816,1
1,3,0,9.05,1000,0,4175,1
3,6,0,11.83,1600,1,5423,2
5,13,0,10.35,800,1,4529,2
5,15,0,9.64,400,1,5707,4
0,8,0,0.2,200,0,4794,2
6,15,0,10.7,1200,1,5655,2
1,9,0,5.84,200,0,6143,1
9,18,0,12.42,1000,0,5533,1
6,15,0,10.7,1200,1,6060,3
7,12,0,13.44,800,1,5737,1
2,6,0,9.2,1600,1,4727,1
5,9,0,12.86,600,0,4488,1
6,17,0,9.63,800,0,6015,3
6,12,0,12.79,1600,1,5483,2
4,14,0,8.84,800,0,4623,2
4,11,0,9.92,1200,1,6014,2
7,18,0,10.67,400,0,5869,1
1,18,0,5.41,800,0,6256,4
4,10,0,10.45,600,0,5212,3
6,10,0,13.61,200,0,5833,3
5,12,0,11.36,200,0,4206,1
3,12,0,7.78,400,0,6144,1
4,10,0,10.45,800,0,5189,2
11,35,1,10.01,400,1,5062,3
5,13,0,10.81,1000,0,5708,1
7,20,0,10.22,200,0,4347,1
3,19,0,7.07,2000,1,5772,1
5,22,0,8.32,400,1,5293,3
6,14,0,11.1,2000,1,4145,5
6,13,0,11.57,200,0,4199,2
5,14,0,9.97,400,0,5116,3
4,14,0,8.84,200,0,5085,2
5,15,0,9.64,200,0,4858,2
3,7,0,10.75,800,1,6090,2
6,24,0,8.77,600,0,6172,3
4,19,0,7.9,800,1,5626,1
9,15,0,13.85,1200,1,5452,1
7,20,0,10.16,800,0,4172,1
3,14,0,7.71,400,1,4244,1
2,7,0,8.5,1000,0,6060,1
2,10,0,7.29,400,0,5957,2
5,21,0,8.73,400,1,4891,2
5,13,0,10.81,800,0,5780,3
7,13,0,12.78,800,0,5303,2
6,24,0,8.77,400,0,5058,2
6,19,1,10.05,1200,1,4928,1
8,15,0,13.35,800,1,5024,2
6,20,0,9.37,800,1,5438,2
0,1,0,0.05,1600,1,5377,1
6,16,0,10.35,1600,1,4670,1
15,37,1,11.63,1200,1,5801,3
6,17,0,10.05,2000,1,5110,4
1,4,0,9.05,800,0,4972,2
2,4,0,11.73,800,1,5489,2
2,6,0,9.2,800,0,5725,1
2,4,0,11.73,600,0,4561,1
6,10,0,13.61,400,1,4207,3
5,15,0,9.97,400,0,6104,2
5,11,0,11.36,800,1,4698,1
2,11,0,7.05,1200,1,5373,1
1,6,0,7.04,600,0,5411,1
5,16,0,9.64,400,0,5664,5
15,43,1,10.55,1000,0,5514,2
7,12,0,13.44,800,1,6208,1
5,5,0,19.67,800,0,6016,3
1,17,0,5.41,200,0,4105,1
4,10,0,10.45,200,0,5022,4
4,20,0,7.9,400,0,5282,3
2,4,0,11.73,800,0,5252,7
6,19,0,9.09,400,0,6051,2
9,39,1,8.48,800,1,5796,4
8,19,0,11.23,1000,0,4360,1
7,17,0,10.98,600,0,5595,1
4,13,0,9.5,200,0,4174,1
6,12,0,12.13,800,1,4965,1
3,12,0,8.18,200,0,5183,2
5,20,0,8.92,1600,1,5145,1
6,17,0,10.05,400,1,4350,2
4,17,0,7.77,800,0,4326,2
5,17,0,9.12,1600,1,5316,5
2,3,0,14.31,800,0,5453,1
6,21,0,8.67,1000,0,5194,3
2,3,0,14.31,400,0,4207,1
5,16,0,9.36,2000,1,4755,1
3,14,1,8.49,1000,0,5056,2
1,4,0,7.78,1000,0,4711,2
4,20,0,7.9,800,1,6256,1
8,15,0,12.8,1200,1,5204,1
3,5,0,15.68,1600,1,6111,1
3,6,0,11.83,800,0,4996,1
6,9,0,14.61,400,0,4247,2
9,17,0,12.84,800,0,4296,2
6,25,1,8.9,400,0,6290,3
4,14,0,8.84,2000,1,4795,2
5,7,0,15.26,600,0,5600,1
6,23,0,9.03,1200,1,5633,1
8,22,0,10.47,600,0,5707,1
5,16,0,9.97,600,0,4762,1
8,11,0,15.67,200,0,5111,2
0,9,0,0.45,400,0,4230,2
5,16,0,9.36,200,0,4610,2
9,17,0,12.84,200,0,6159,2
4,11,0,10.45,600,0,4601,3
3,22,0,6.93,2000,1,6110,4
5,16,0,9.36,400,0,5313,1
7,18,0,10.67,200,0,6016,4
2,8,0,7.98,600,0,4325,2
4,23,0,6.99,800,0,5757,3
4,15,0,8.59,200,0,4549,3
6,24,0,8.49,800,1,5518,3
7,20,0,10.16,1200,1,4731,3
5,21,0,8.44,1600,1,4757,1
8,13,0,14,1000,0,5515,1
6,19,0,9.57,600,0,4732,1
11,32,1,10.96,800,1,4997,1
7,17,0,11.34,400,1,5495,2
2,14,1,7.29,200,0,5678,1
5,15,0,9.64,400,1,5044,1
4,15,0,8.59,400,0,5922,1
4,16,0,8.38,400,0,5710,1
5,9,0,12.86,2000,1,5224,2
1,6,0,6.57,600,0,6129,3
7,28,1,8.68,1200,1,6007,2
3,13,1,9.35,600,0,5837,1
4,17,0,8.38,1600,1,4787,1
5,23,0,8.32,1000,0,4529,3
6,13,0,11.57,400,1,5035,1
4,12,1,10.45,400,1,6253,1
6,16,0,10.35,800,0,5905,2
3,23,0,6.27,600,0,4530,2
1,13,1,5.84,1200,1,5838,4
5,15,0,9.64,800,0,4278,2
2,18,0,6.4,800,0,5032,1
1,12,0,5.55,600,0,5963,1
5,14,0,9.97,600,0,5609,1
3,28,1,6.8,2000,1,4952,1
1,3,0,9.05,600,0,5074,2
14,28,1,12.49,2000,1,5305,2
5,22,0,8.44,1000,0,5794,2
3,25,0,6.15,400,0,6075,2
3,17,0,6.99,400,1,4286,2
5,19,0,8.73,800,0,5988,2
3,3,0,19.58,800,1,4887,2
3,11,0,8.87,400,0,5137,2
4,12,0,9.5,400,0,4196,1
4,16,0,8.38,600,0,5245,2
13,45,1,9.32,1200,1,4721,5
9,22,0,11.45,2000,1,4222,1
5,6,0,17.09,1200,1,5653,1
7,25,1,10.16,2000,1,5826,9
9,15,0,14.48,600,0,5323,1
1,3,0,9.05,600,0,5086,1
3,21,1,7.07,1200,1,6182,1
7,12,0,13.14,1000,0,5826,1
5,18,0,8.92,800,0,4221,2
6,13,0,11.57,800,1,4130,1
5,14,0,9.97,800,1,5446,1
10,20,0,12.52,1600,1,5086,1
2,13,0,6.71,600,0,5009,2
12,37,1,9.92,2000,1,5800,2
3,12,0,8.18,400,1,5135,1
3,20,1,7.16,600,0,5102,2
5,24,1,8.32,1200,1,6197,2
5,15,0,9.97,2000,1,5518,1
6,18,0,9.79,400,0,5431,1
0,7,0,0.35,200,0,4466,4
5,13,0,10.35,800,1,4186,2
6,11,0,12.79,400,1,5091,1
6,13,0,11.57,800,1,5149,1
14,42,1,10.82,600,0,4829,3
5,27,1,7.52,2000,1,5486,3
4,17,0,8.19,800,1,4988,1
9,14,0,14.48,200,0,5309,2
3,18,0,7.16,800,1,6073,2
7,18,0,10.67,600,0,5236,2
5,20,0,8.58,400,1,4762,2
2,14,0,6.59,1600,1,6102,1
6,19,0,9.57,1600,1,6031,6
4,13,0,9.14,1000,0,4284,1
3,11,0,8.49,800,1,4173,1
4,11,0,9.92,400,1,4042,3
5,13,0,10.35,800,0,6169,2
12,41,1,9.92,800,1,4942,1
4,12,0,9.5,1200,1,4488,1
7,16,0,11.34,2000,1,6196,1
4,17,0,7.77,800,0,5061,2
8,25,1,9.92,200,0,4567,1
1,12,0,5.55,600,0,5213,3
0,1,0,0.05,1200,1,5531,2
4,19,0,8.04,400,1,5725,3
7,21,0,10.16,400,0,4300,2
4,17,0,7.98,2000,1,4780,2
8,14,0,13.35,200,0,4541,2
2,11,0,7.05,400,1,5580,1
9,18,0,12.84,200,0,5882,2
7,20,0,10.4,400,0,5438,3
5,13,0,10.81,2000,1,4502,1
3,10,0,9.35,1600,1,6051,1
3,19,0,7.07,1600,1,5967,2
8,19,0,11.55,800,0,4312,2
4,16,0,8.38,800,1,5166,1
6,17,0,10.05,1200,1,4743,2
6,17,0,10.05,800,1,5663,1
