x,y
-533.3817877,303.1152562
717.6452225,373.3985469
635.4816567,-232.1566964
728.8064745,-627.5415841
-1013.569252,1077.402658
-419.3801534,-692.0654981
-804.0102245,-513.3527775
121.821779,139.6031888
626.4954879,-232.6581044
632.3085941,769.2276592
951.7470322,-14.07221517
-232.3299555,720.6651641
702.7234634,1173.831566
-664.2327568,-505.4910699
-677.6274101,695.6500233
1141.156949,-604.3807132
-909.6095351,-719.5879742
939.8223465,786.5144388
-341.1589946,714.5573756
-358.1881051,-87.66050843
21.21545382,-66.35756448
1079.545312,-6.891803227
-440.0034202,709.0046745
199.4611481,344.2932235
-519.4600356,-497.3636796
1085.008806,-407.2168334
701.1436603,-28.16447095
-689.955534,-707.2540712
928.2563586,-416.0260316
-266.8585357,-483.1727658
-336.4564681,113.8609373
156.2400579,-259.0970503
-963.5245486,-722.6188048
82.11872065,-62.93076963
614.2799659,-33.03371133
691.6288157,-429.3174006
484.0683557,1161.544833
-773.5321812,-111.0015153
-256.1107916,-282.2553876
-520.2215118,-697.7266529
1008.893613,-211.1825198
915.8030956,-16.08941086
463.1016485,1160.367858
1060.048605,-408.6220705
-101.1192477,-473.8657475
-17.66825949,732.7266075
-710.160143,-508.0708611
640.9455948,-632.4818722
-707.1653855,-507.8973232
-495.9700709,-95.40599836
-626.0567892,-703.6607233
-472.535055,-494.7208323
-645.0270562,-704.7248381
-696.0705755,1095.246127
-486.9834485,-94.91341123
51.64037663,-465.2829975
1000.378947,-612.2904398
-137.0065614,325.3809052
1039.373998,191.1570357
-902.8560257,-518.9003575
439.5537412,-42.84525087
-308.5568243,-685.8261153
-861.6289055,84.36451626
907.8168174,-16.54024167
696.6206305,-429.0313843
644.2893249,769.9032984
433.5661711,-43.19691249
-154.271521,-276.5323791
-62.18022102,-471.6759476
666.960451,170.241268
1124.184875,-605.3455528
560.8362745,-436.6727057
-375.451431,-689.5848091
-420.5612271,309.4614665
667.1957123,-30.05890457
75.71268262,1138.601547
48.40703347,-265.1343398
-228.3357393,720.8914179
-179.7009481,122.6573699
176.4416334,-458.2622619
-357.1936733,-87.57584511
368.2517592,1155.031433
-842.8409182,1087.01076
-309.2651062,-84.91311309
920.7956956,-15.80823034
-294.7070953,1117.815591
169.5642751,1143.874212
841.9771905,781.0133875
-520.9311128,-96.80350007
-379.6815452,-489.4999012
-43.15564986,330.6548866
-401.534404,1111.787824
-403.4089025,-691.1495446
487.5351301,761.1090995
1113.200339,-605.9461399
315.5144352,150.4976548
-404.1141467,-90.25726756
313.7530381,-49.91481631
-588.2414519,1101.30631
-576.8433705,-99.94667626
-970.5138865,-723.011548
68.6692478,336.9370171
-844.4201094,-114.9836896
87.11154566,-62.6529769
-746.1015853,-510.1026354
-265.6262457,-683.407172
580.0416465,-635.9065403
-98.54042347,728.1804703
-224.3965032,-80.15945766
-158.0293749,-477.0610525
983.6968005,-12.27904351
856.6642256,180.8858232
484.9562565,-440.9375339
525.4747298,763.2401375
-1106.950025,671.5262979
73.60498307,-464.0474835
895.309107,-417.8773624
447.069978,358.2053101
447.2531275,-643.3754886
822.5351843,1180.556468
-199.9637635,-479.4134987
-433.0694665,-91.87040898
-196.7335319,-679.5445422
-908.8466531,-519.2355348
-987.1379572,678.2468005
-231.6783539,-681.504473
753.5325031,-425.8419612
144.783362,140.9096934
-704.4049293,-307.4336564
106.8445184,138.769352
616.8039493,367.7365675
-494.9148338,705.9052456
375.6564883,-46.44403127
424.6380184,757.5556411
-629.5233158,-303.224184
-644.6784079,697.4938645
-278.7850486,317.4274545
-269.8541844,-483.3338571
-744.5234576,691.8975438
413.6518777,756.9573918
-532.4404723,-498.0848971
-34.115037,1132.436561
938.3523293,1187.065616
-671.4572618,-305.5792199
885.3796478,382.8296733
381.3565798,-647.0762264
410.3646401,155.8251943
-6.0320114,-668.8419306
-979.4990165,-723.5180763
241.3390515,-454.6114713
600.83028,366.828852
534.9871163,1164.40803
251.8515795,-53.39768767
-1107.421585,1072.131685
-329.2329381,-86.04180602
1080.779809,-207.1385009
665.6708708,-430.7785055
-414.3356062,109.4991167
-329.2320113,-86.04516857
43.93898909,135.2633333
235.872081,-54.26521792
408.8394596,-244.8923981
-695.182145,-507.2374056
616.0398151,167.3848989
-847.1787766,-315.4629895
71.66432522,337.1045858
-942.7908573,-521.1559859
-25.18476585,331.6746707
96.80345144,-663.0515752
-329.704323,314.5665905
-588.2951533,300.0329878
895.3076657,-417.8713731
929.3089097,385.3102457
995.26204,1190.264615
671.771332,1172.095321
-94.54776419,728.4118055
649.9307697,-631.9766484
1067.564304,-7.565141367
695.152409,-28.49149073
442.6053051,758.5867088
-955.6620857,1080.664939
572.3457248,-35.39325745
733.1480179,774.9053878
-196.9137829,322.0263072
-984.4358367,77.46821979
114.305189,-261.4468166
-697.6518824,-106.7382368
-629.75996,-102.9191065
726.1599732,774.4996203
864.3572404,-419.6168495
571.5822421,-235.7472303
22.21423745,-66.30297877
449.3051332,158.0063068
878.8623719,-18.17311256
-471.4245447,1107.863214
-692.6595695,-106.456903
910.0483181,-216.7288976
-956.0082172,-321.5669818
410.6029651,-44.48995101
500.9855295,361.2370048
452.5350687,-42.12395618
399.2024462,1156.776163
-539.6637305,-298.1853062
93.63016755,338.3345196
-674.9780073,-706.4180634
752.7699038,-626.2038503
811.67958,-622.9055034
-281.3083099,-83.34709318
1071.03358,-408.0171896
-927.8159984,-520.311374
-549.6491381,-298.7376933
296.5449303,149.427245
-176.4179195,723.808086
197.7010725,143.876907
-1073.295461,72.47199445
-172.4798676,-77.23144978
659.7373014,370.142287
-870.6695804,-717.4134217
-581.7795294,701.0379749
-97.12598026,-473.6336345
-752.3284915,-310.1388134
-721.9062496,-709.0437514
941.5267352,185.6719272
-215.4123886,-79.64427077
274.3986172,1149.765455
30.67097303,-466.4473329
-213.4153262,-79.53522697
300.7746217,-50.65094147
560.3642549,-36.05938325
-334.639478,1115.540975
-146.0501115,-476.3794387
-840.4256605,-114.7641307
624.8470177,1169.447977
263.4158183,1149.150136
18.27521375,734.7448982
-213.4142688,-79.53974047
-826.9755111,-514.636159
-265.8045592,318.1540014
-345.6793073,313.6683551
-797.4397521,688.9230646
-713.1003252,293.0291438
1067.274086,-608.5372645
101.6712895,1140.062669
1080.01687,-407.49549
-536.4350039,-498.3064957
-987.6656342,277.5930785
-854.1681727,-315.8494192
-36.16650985,331.0552717
409.1304586,356.0755951
161.0509493,742.75795
-586.7701614,700.7485422
952.8010244,787.2486328
579.5704397,-235.2986887
-300.0423454,-284.7189333
-309.5544788,-685.888298
-297.6978138,1117.618089
417.5901061,-44.08863505
538.9825696,1164.621862
252.9055443,747.9226811
-511.360487,1105.608571
-28.12396122,1132.771517
662.6744033,-430.941697
3.238995242,-67.33628488
765.0424878,-24.57273103
1035.614536,-9.360256819
-317.6675406,1116.504722
50.75212802,1137.198394
-131.0732738,-475.5381092
-634.9868155,97.09537842
-694.8916267,93.73124769
-815.7012632,86.9423098
15.69358382,-467.2789492
-446.340115,-693.5651086
-92.0222187,1129.173742
886.6145814,182.5782046
398.6200098,-45.15446262
-75.63130751,-71.80287237
325.7352312,-49.24914393
481.1969219,-641.4540825
-609.7351916,699.4666746
-391.3710682,110.7857111
-787.5102529,-111.7855852
-182.2283519,-278.0977021
1049.357498,191.7214147
-814.4664073,-113.3085069
1052.824773,-208.7170474
-563.3920793,-499.8219826
302.5351054,149.7706658
-464.3100075,-694.5877212
641.7077075,-432.1198848
838.9261044,-20.42024701
-716.0383036,1094.117089
636.3013267,769.4606664
986.2195421,388.4991166
-1004.168788,-123.955886
872.8719266,-18.50515924
902.5888862,183.4765759
-480.9936643,-94.56605995
-7.504565352,-268.2782139
-323.2425484,-85.70282726
-289.0591702,-284.1060445
-263.75116,1119.531266
-340.9773099,-287.0180354
186.7186905,143.2474842
-311.5008423,115.2994072
140.0287194,-59.69009795
-679.9715771,-706.6935136
441.0264261,-443.4056057
419.2952597,-644.9358132
-423.8485462,-291.6660924
5.946923358,-668.1584775
98.5638003,-462.6342533
525.9470738,362.6314809
-577.2576618,1101.916591
1017.407569,189.93037
519.137795,-639.3242939
3.770603841,333.2932077
-471.3001967,-694.9690866
-10.97024335,132.1542046
-792.7928279,-713.0356643
468.9810501,-441.825736
576.9238891,1166.749821
876.6298364,182.0206387
-244.6557372,-682.2499239
-611.0249601,98.44397144
-975.4473786,77.95610057
-478.9976906,-94.44675879
-771.4789259,690.3728484
-760.9672909,1091.591471
564.1248421,164.4485488
-344.5006247,-687.8444758
-365.7031791,-488.7212608
-77.1591015,-472.5042305
-68.11567909,329.2535061
92.86555302,137.988565
1030.678781,791.6197295
328.9646699,-249.3733929
1069.325512,192.8472768
-188.9800159,-478.8004775
-648.728088,-103.9937873
60.15259377,-64.15882354
588.9041222,1167.420568
223.8944967,-54.96513591
-1007.691509,-524.7827616
617.0395271,167.4325635
-617.0131819,98.09591778
-41.10117098,1132.027819
87.63755228,338.0142273
1149.435035,-2.967909782
668.9051111,-630.9294261
-353.7226843,-488.0424491
666.7811685,1171.804465
-256.6398607,-682.9032585
643.761724,369.2501427
-188.9237205,322.4598319
-302.7463961,316.0795765
475.9707959,-441.4415176
130.5688184,340.4301015
-705.4037812,-307.4862249
-191.9767662,-478.9625511
65.61852137,-464.4969736
-464.5475502,-494.2695278
72.18946821,737.7780078
-840.4249974,-114.7718103
-534.3264328,1104.336656
-761.4950587,690.9318905
-185.9315519,322.6453945
101.0882669,-61.86125685
586.907893,1167.313618
-963.7610418,-522.3138745
-546.3075348,1103.661415
66.14404853,-63.82987226
740.6087233,374.6919567
250.3253103,-454.1093065
746.5432853,-426.2344588
177.4402189,-458.2034912
148.5972669,1142.696998
-374.9238355,-288.9259983
-893.7581757,1084.134321
1010.891543,-211.0754785
-451.0413208,-92.8795596
-411.626811,-491.3203071
-813.4115598,688.007154
-824.4519677,-113.8595166
1071.087596,393.2583586
68.66759009,336.9428745
918.7985176,-15.92069729
552.1426671,163.7831251
-828.9159365,286.5137853
-107.1120312,-474.1854007
-136.9526015,1126.658224
-715.1529253,-508.3484641
-838.3740672,686.616646
790.4741307,-423.7668498
-126.552332,-74.65479836
79.70769132,1138.812772
1081.777428,-207.0803326
429.3343432,156.8969226
917.2744968,-416.64587
-697.1242782,293.9224166
-622.0066292,97.82266179
452.5340771,-42.11692613
-372.4570723,-689.4110494
-1023.901036,-325.3866151
439.1368242,1159.035971
733.7987589,-627.2592355
304.2402697,-451.0798264
-1008.16133,-124.1881275
1038.847363,-209.5035524
422.1651107,1158.070522
-363.6503503,312.6561193
892.8419337,-17.39434058
-341.6290037,1115.155359
-406.4027237,-691.3213552
116.8267605,139.3391615
247.6221662,146.682962
707.8949819,172.5445626
-684.6727578,-106.0064295
-214.413989,-79.58824958
-148.9893646,324.7162546
928.2559291,-416.0223564
-73.40052007,-271.9825539
-544.4204984,-498.7670127
981.1734381,-413.0574348
-372.9267728,-288.8128156
406.8419964,-244.9990858
40.89203223,-666.193177
-295.5207694,116.1646428
-786.037995,-512.3492313
406.607331,-44.70794708
-642.2674269,-504.2545873
835.9299014,-20.58129046
1000.199876,389.273436
419.0595714,-444.6324372
881.857185,-17.99821903
351.6944052,-47.78928552
429.9523603,56.76676741
146.0202178,-59.35549418
579.5702515,-235.3014853
494.1779028,-640.7318669
292.2588237,-451.752864
386.1116414,-446.4834221
604.2960166,-33.59868219
106.5524874,-462.1910884
411.3075814,-645.3812854
-524.2172032,-697.9393475
981.1741425,-413.0625389
224.8903403,-54.88787137
-893.8700855,-518.3916818
1031.856915,-209.8873313
-27.47285583,-269.4008065
-184.7509944,-678.8769665
-522.4555824,-497.5273579
-975.7414186,-522.9903748
-926.5829995,-720.5416277
577.8654596,365.5474216
-467.4315409,1108.090903
222.6609891,145.2814305
329.9629829,-249.3146484
-599.3343306,-501.8469505
-842.3686304,686.3973991
723.5796854,-427.5260354
378.6511209,-46.2710866
-957.4776124,78.97151949
-600.8045787,-101.2939957
690.6884295,371.8821556
75.36694562,-263.6380806
-914.0734483,-319.2257753
-54.90139725,129.6895834
-1011.101205,676.9101588
605.3485575,767.7306197
508.446728,-38.98195801
-216.7021539,-680.6624298
-393.6589483,-490.294035
-2.163961286,1134.21505
1098.988943,-406.4443063
-344.1542791,714.3879355
-426.495981,1110.393748
509.4468392,-38.93844086
591.3149792,-34.31942708
879.8600735,-18.11204244
294.2559573,-451.6423401
-737.589052,-108.9828262
1000.906133,-211.6305292
377.4177979,153.9660439
-591.3441589,-501.4116185
-918.7180084,1082.727685
-361.6013967,1114.058207
188.4226254,-457.5854903
413.6529805,756.9477494
1110.968606,-405.7623186
919.270301,-416.5300887
592.021787,-635.2260022
607.9966585,-634.328575
782.4864673,-424.21193
683.9311601,171.2101625
-263.1007427,-282.6402609
-127.7867022,125.5912245
570.348797,-35.50338223
437.088991,357.6282366
534.1144694,-638.4854619
355.9224953,-247.8624279
761.048024,-24.78914493
514.4928283,762.6186392
509.9152825,-439.5237658
640.7648863,369.0916049
470.2713142,159.1854525
-712.863192,92.71887668
-1024.665184,-525.7374262
321.2149124,-450.1372589
100.1465685,739.3387748
-893.8702824,-518.3903714
-666.6456414,696.2710938
-917.3056289,-119.0807355
866.4653088,1183.028784
510.4429115,-38.8667823
-573.3741264,-500.3958393
-31.99395055,-670.2826332
-531.8569187,703.8342461
-778.8153831,-712.2445847
-745.5764754,-109.4274034
319.9805667,-249.8859855
-320.7170625,315.0593874
-450.27747,107.4713223
-175.4184928,723.8539449
66.90641082,136.5310125
720.1674175,774.1819285
677.651019,-430.1006607
121.0568372,-60.73985235
-488.2178001,105.3413002
912.2829641,-416.9287381
479.4913341,-40.60357685
741.55211,-426.524091
-394.1300451,-89.68720542
-413.3913082,-691.7252725
-78.86253842,128.3341379
-652.9562234,96.07245769
-54.19428813,-471.21758
-591.053554,99.55044482
214.3822406,-456.1294415
-904.8577689,-518.9788192
362.7318363,754.0938379
134.6194243,1141.912514
493.4670587,-39.80286301
-524.9235057,-97.03451309
-794.7354334,88.12898603
-1075.292838,72.36531546
796.7009078,-623.7366998
1149.435581,-2.96941582
201.9309626,-56.20998609
997.4399835,188.8019527
841.9208024,-20.24655516
-149.0462118,-476.5413802
919.7987902,-15.87388251
1010.890989,-211.0693425
157.9987087,-58.66843801
-65.59241168,730.0350418
-916.5427258,81.27970602
423.8160051,-244.0461077
755.0579488,-25.1246179
36.77310967,1136.419798
-902.7450998,1083.632471
13.22759942,-66.80314485
-128.4943546,726.5020548
198.4088628,-457.0366602
-99.1227821,-473.7441793
576.3391955,-35.16323904
943.2898995,386.0712934
-477.2330658,105.9446682
-281.3074029,-83.3529016
-11.73357671,-68.2016161
531.4096296,-37.68647547
-696.6542082,-106.6800018
-21.24670541,-469.3654574
-99.59408153,-73.14265882
-656.0084948,-705.3524471
66.37996993,-264.1405848
1021.220986,1191.723943
-913.3114599,-118.8551174
-146.7568292,124.5286854
756.8200768,175.2824309
900.3561241,383.670284
-570.2687898,1102.310826
200.405714,-456.9244765
704.6104627,-428.5963628
942.7606466,-14.57363654
1197.362285,-0.290756663
-944.2621062,-120.595939
-172.4228097,724.0185237
-932.6975292,1081.95041
-133.3065134,-275.34403
479.200522,-641.5670397
-802.2516402,-312.9240004
1023.63234,-10.0275459
595.8377031,366.5534971
-712.044972,1094.344087
-527.212214,-698.1101098
-1023.138069,-125.0258613
-215.9390852,-480.3075602
-1051.037313,674.6598222
42.76530493,1136.745326
-821.8729421,1088.177651
512.6744728,-239.0452396
880.8588768,-18.05600211
344.7040001,-48.17529584
-49.61820027,730.9323433
-333.6425208,1115.607128
281.2760897,-452.3695624
-465.3063773,-694.6498485
-951.7260305,279.6365398
883.3282874,-418.5524582
353.1628486,-448.3289629
124.2874225,-260.8722218
733.6157558,374.3251206
-1034.884053,-325.9965278
608.5258597,-233.6813515
1147.674468,-203.3824209
-139.0601431,-475.9880056
233.6428752,145.9008097
-123.5048383,726.8018125
-712.0995292,293.0690482
468.0396755,359.3686361
-687.0843287,1095.745511
-150.7524727,124.3155362
447.5417653,-42.39682661
782.2506418,-223.9136291
