qHardWords,qLength,hasMedia,qDaleChall,Value,Round,Show,aLength
5,18,0,8.92,200,0,4925,1
4,15,0,8.59,200,0,4969,2
1,3,0,9.05,200,0,4944,2
2,19,0,6.24,200,0,4962,2
7,19,0,10.4,200,0,4938,1
5,13,0,10.35,200,0,4974,2
2,10,0,7.29,200,0,4927,2
2,2,0,19.53,200,0,4957,1
4,16,0,8.38,200,0,4938,2
8,18,0,11.1,200,0,4930,2
8,17,0,12.33,200,0,4976,1
8,18,0,11.91,200,0,4919,1
7,14,0,12.23,200,0,4967,1
1,12,0,5.55,200,0,4968,1
3,11,0,8.22,200,0,4922,4
5,22,0,8.32,600,0,5383,4
7,21,0,9.94,600,0,5377,2
2,8,0,7.98,600,0,5384,1
4,20,0,7.79,600,0,5362,1
3,7,0,10.75,600,0,5359,2
1,3,0,9.05,600,0,5352,2
5,9,0,12.86,600,0,5369,2
0,2,0,0.1,600,0,5379,1
4,13,0,9.14,600,0,5374,2
4,18,0,7.32,600,0,5358,1
4,12,0,9.5,600,0,5388,2
4,8,0,11.93,600,0,5377,1
4,13,0,9.14,600,0,5369,1
10,41,1,9.12,600,0,5370,1
3,4,0,15.68,600,0,5358,2
5,13,0,10.35,600,0,5408,2
1,3,0,11.63,200,0,6177,1
5,15,0,9.64,200,0,6174,2
4,6,0,14.46,200,0,6144,1
7,13,0,12.78,200,0,6161,2
1,8,0,6.01,200,0,6167,1
3,6,0,11.83,200,0,6168,2
4,5,0,16.52,200,0,6178,2
13,40,1,10.37,200,0,6131,4
4,12,0,9.5,200,0,6144,2
3,9,0,9.35,200,0,6154,1
7,11,0,14.23,200,0,6180,1
7,19,0,10.4,200,0,6181,1
1,9,0,5.84,200,0,6143,1
3,8,0,9.95,200,0,6137,1
6,14,0,11.1,200,0,6135,2
3,8,0,9.95,200,0,6137,1
7,15,0,11.75,200,0,6178,2
3,6,0,11.83,200,0,4267,1
5,18,0,8.92,200,0,4262,2
4,8,0,11.93,200,0,4267,1
7,18,0,10.67,200,0,4239,2
5,22,0,7.92,200,0,4284,3
6,14,0,11.1,200,0,4244,3
4,15,0,8.59,200,0,4282,1
3,7,0,10.75,200,0,4246,2
5,19,0,8.73,200,0,4283,4
1,11,0,5.62,200,0,4288,1
8,20,0,10.94,200,0,4275,2
1,3,0,9.05,200,0,4262,1
8,17,0,11.91,200,0,4249,2
3,12,0,8.49,200,0,4269,1
7,21,0,9.94,200,0,4246,2
5,9,0,13.9,1200,1,4623,3
7,38,1,7.66,1200,1,4630,10
3,7,0,10.75,1200,1,4639,2
5,18,0,8.47,1200,1,4640,5
6,25,1,9.19,1200,1,4668,4
2,14,0,6.59,1200,1,4673,2
9,14,0,14.48,1200,1,4652,1
4,24,1,7.6,1200,1,4655,3
3,7,0,10.75,1200,1,4639,2
7,11,0,14.23,1200,1,4664,3
7,17,0,10.98,1200,1,4643,1
7,12,0,13.44,1200,1,4644,2
5,16,0,9.36,1200,1,4667,2
6,20,0,9.57,1200,1,4650,5
2,9,0,7.59,1200,1,4664,1
7,18,0,10.67,1200,1,4655,1
2,12,0,6.86,1000,0,6110,2
5,10,0,12.03,1000,0,6156,3
0,11,0,0.5,1000,0,6141,1
3,19,0,6.6,1000,0,6171,2
6,17,0,10.05,1000,0,6172,2
2,6,0,9.2,1000,0,6148,3
10,41,1,9.02,1000,0,6111,2
5,13,0,10.35,1000,0,6118,5
8,20,0,10.94,1000,0,6152,1
7,16,0,11.34,1000,0,6155,1
4,15,0,8.59,1000,0,6135,2
2,12,0,7.05,1000,0,6125,1
7,15,0,11.75,1000,0,6161,2
6,17,0,9.95,1000,0,6138,1
5,16,0,9.36,1000,0,6143,2
1,5,0,7.04,1000,0,6151,1
7,19,0,10.67,1000,0,6112,1
6,16,0,10.35,600,0,4903,3
5,18,0,8.92,600,0,4942,2
4,14,0,8.84,600,0,4921,3
8,16,0,12.8,600,0,4927,3
2,11,0,7.05,600,0,4931,1
3,15,0,7.54,600,0,4932,6
2,8,0,7.98,600,0,4895,1
5,13,0,10.03,600,0,4940,2
9,17,0,12.84,600,0,4927,2
9,43,1,8.39,600,0,4939,1
5,21,0,8.44,600,0,4894,1
3,15,0,7.54,600,0,4932,6
4,15,0,8.59,600,0,4916,2
5,11,0,11.36,600,0,4898,1
6,14,0,11.1,600,0,4900,2
7,16,0,11.34,600,0,4926,3
7,22,0,9.94,600,0,5773,2
6,17,0,10.05,600,0,5779,2
2,10,0,7.29,600,0,5767,3
7,18,0,10.98,600,0,5809,2
4,13,0,9.5,600,0,5805,3
4,5,0,16.52,600,0,5783,1
2,28,0,6.15,600,0,5814,1
5,15,0,9.64,600,0,5807,3
6,14,0,11.1,600,0,5796,1
2,3,0,14.31,600,0,5819,1
6,21,0,9.19,600,0,5791,1
5,24,0,8.12,600,0,5792,1
7,21,0,10.16,600,0,5769,3
9,13,0,16.07,600,0,5809,2
5,17,0,9.12,600,0,5797,2
9,19,0,12.06,600,0,5820,2
3,16,0,7.39,400,0,5248,2
2,7,0,8.5,400,1,5215,1
1,3,0,9.05,400,0,5249,1
3,16,1,7.71,400,1,5242,3
6,11,0,13.61,400,1,5207,1
1,3,0,9.05,400,0,5216,1
7,19,0,10.67,400,0,5248,2
4,11,0,10.45,400,1,5247,3
4,9,1,13.01,400,0,5207,4
3,17,0,7.27,400,0,5234,1
4,11,0,9.92,400,1,5240,1
6,18,1,9.63,400,0,5236,1
4,16,0,8.59,400,1,5234,1
0,5,0,0.25,400,0,5225,2
3,15,0,7.54,400,1,5209,1
3,21,0,6.93,400,0,5220,2
3,10,0,8.87,400,1,5239,2
6,20,0,9.57,400,0,5243,2
5,15,0,9.64,400,1,5243,3
3,10,0,8.87,400,0,5239,1
6,16,0,10.7,400,1,5244,3
4,16,0,8.38,400,0,5216,2
6,19,0,9.09,400,0,5231,2
6,15,0,10.7,400,1,5226,3
6,19,0,9.57,400,1,5251,3
6,18,0,10.05,400,0,5231,1
4,19,0,8.04,400,1,5249,1
4,11,0,9.92,600,0,4474,2
5,18,0,8.92,600,0,4510,1
3,15,0,7.54,600,0,4469,1
4,15,0,8.59,600,0,4459,2
4,16,0,8.5,600,0,4459,3
5,11,0,11.36,600,0,4468,4
3,4,0,15.68,600,0,4512,2
7,19,0,10.4,600,0,4471,2
7,18,0,10.98,600,0,4505,1
4,11,0,9.92,600,0,4486,2
2,9,0,7.98,600,0,4514,2
4,8,0,11.93,600,0,4468,1
10,18,0,13.3,600,0,4458,4
8,17,0,11.91,600,0,4470,2
5,15,0,9.97,600,0,4501,1
2,9,0,7.59,600,0,4502,3
15,41,0,11.64,600,0,4513,3
8,23,1,10.69,800,0,5693,3
7,12,0,13.14,800,1,5701,4
2,3,0,14.31,800,0,5650,3
6,12,0,12.13,800,0,5680,2
2,6,0,14.31,800,1,5675,1
6,15,0,10.7,800,1,5695,1
7,18,0,10.98,800,1,5682,3
2,21,0,5.66,800,1,5652,5
2,5,0,10.2,800,0,5700,2
4,13,0,9.14,800,1,5698,2
8,15,0,12.8,800,1,5672,1
5,15,0,9.97,800,1,5667,6
4,24,0,7.46,800,0,5693,2
1,9,0,5.84,800,0,5654,1
1,5,0,7.04,800,0,5686,1
9,15,0,14.48,800,0,5674,1
4,20,0,7.79,800,0,5692,4
4,17,0,8.19,800,1,5648,3
7,19,0,10.67,800,1,5683,1
1,2,0,11.63,800,0,5661,2
5,12,0,10.81,800,1,5686,5
2,2,0,19.53,800,0,5648,2
3,9,1,10.75,800,0,5689,3
14,51,1,9.43,800,1,5664,1
4,14,0,8.84,800,0,5669,2
6,30,1,8.41,800,1,5695,1
3,11,0,8.87,800,1,5674,1
2,14,0,6.59,800,1,5680,4
8,11,0,15.67,800,0,5660,1
6,18,0,9.79,800,0,5691,2
4,13,0,9.14,1600,1,5111,1
5,13,0,10.35,1600,1,5112,2
7,15,0,12.23,1600,1,5074,3
2,8,0,7.98,1600,1,5088,2
2,5,0,11.73,1600,1,5067,2
8,33,1,8.59,1600,1,5097,1
6,44,1,7.16,1600,1,5080,2
9,17,0,13.31,1600,1,5096,1
8,33,1,8.59,1600,1,5097,1
5,17,0,8.7,1600,1,5083,2
5,17,0,9.12,1600,1,5111,2
3,6,0,11.83,1600,1,5065,1
0,3,0,0.15,1600,1,5108,1
7,16,0,11.34,1600,1,5057,2
5,15,0,9.64,800,0,4608,1
3,3,0,19.58,800,1,4592,2
4,10,0,10.45,800,0,4629,2
7,18,0,10.67,800,0,4620,3
5,17,0,9.36,800,1,4590,2
7,20,0,10.4,800,0,4634,2
7,16,0,11.75,800,0,4603,3
3,18,0,7.16,800,0,4601,1
6,14,0,11.57,800,1,4606,1
6,13,0,12.13,800,1,4594,1
2,12,0,6.86,800,1,4594,2
9,17,0,12.84,800,1,4600,2
6,17,0,10.35,800,1,4598,1
7,22,0,9.42,800,0,4598,1
7,18,0,10.67,800,0,4635,1
3,14,0,7.71,800,0,4589,2
6,14,0,11.1,800,1,4636,1
9,16,0,13.31,800,0,4603,1
4,23,0,7.52,800,0,4629,2
8,17,0,11.91,800,1,4601,1
1,14,0,5.46,800,1,4626,2
4,16,0,8.38,800,1,4618,2
2,2,0,19.53,800,1,4600,1
8,20,0,10.94,800,0,4599,2
7,19,0,10.4,800,1,4589,2
5,14,0,9.97,800,1,4633,1
5,17,0,9.36,800,1,4590,2
6,19,0,9.09,400,1,6157,1
5,18,0,8.92,400,0,6157,6
4,13,0,9.5,400,1,6140,1
3,3,0,19.58,400,0,6151,1
5,26,0,7.96,400,1,6165,2
2,7,0,9.2,400,1,6154,1
2,5,0,10.2,400,1,6182,5
5,13,1,10.81,400,0,6187,3
1,6,0,6.57,400,1,6161,2
7,14,0,12.23,400,0,6172,4
3,4,0,15.68,400,1,6147,1
8,19,0,11.23,400,0,6147,1
9,13,0,15.21,400,1,6168,5
5,15,0,9.64,400,0,6150,1
3,19,0,7.16,400,0,6185,1
7,21,0,9.25,400,0,6158,2
2,5,0,10.2,400,1,6182,5
8,23,0,10.27,400,1,6172,1
6,19,0,9.79,400,1,6182,2
2,7,0,11.73,400,1,6147,1
4,12,0,9.92,400,0,6149,1
3,3,0,19.58,400,0,6151,1
3,7,0,10.75,400,0,6147,4
2,8,0,7.78,400,1,6154,2
3,14,0,7.37,400,1,6166,2
5,21,0,8.44,400,1,6170,3
3,18,0,7.27,400,0,6146,1
3,16,0,7.39,400,1,6157,2
9,19,0,12.84,400,1,6140,2
1,3,0,9.05,400,0,6155,1
4,14,0,8.84,400,1,6148,1
5,13,0,10.03,400,0,6177,3
4,10,0,10.45,1200,1,4204,1
10,29,0,10.66,1200,1,4205,1
5,9,0,12.86,1200,1,4236,2
7,18,0,10.22,1200,1,4211,1
2,9,0,7.59,1200,1,4191,1
7,15,0,11.75,1200,1,4227,1
7,18,0,10.98,1200,1,4226,4
4,11,0,9.92,1200,1,4202,1
5,17,0,9.12,1200,1,4199,2
2,7,0,8.5,1200,1,4235,1
7,17,0,11.34,1200,1,4222,2
6,14,0,11.1,1200,1,4197,2
2,17,0,5.92,1200,1,4227,5
0,9,0,0.45,400,1,5869,5
1,5,0,7.04,400,0,5864,2
8,14,0,14.76,400,0,5828,3
6,19,0,9.57,400,0,5822,2
2,6,0,9.2,400,1,5845,3
8,18,0,11.91,400,1,5854,2
4,16,0,8.59,400,0,5842,1
4,10,0,10.45,400,0,5840,1
2,17,1,6.49,400,1,5840,2
3,19,1,7.16,400,0,5863,1
4,7,0,13.01,400,1,5821,2
8,19,0,11.23,400,1,5866,2
6,21,0,8.67,400,0,5868,2
4,20,0,7.13,400,0,5833,2
6,14,0,11.1,400,0,5842,1
3,12,0,7.88,400,1,5838,2
6,13,0,11.57,400,0,5834,1
4,9,0,11.1,400,1,5858,1
1,2,0,11.63,400,0,5870,2
5,9,0,12.86,400,0,5855,2
5,16,0,9.36,400,0,5845,2
4,13,0,9.14,400,1,5820,2
5,20,0,8.08,400,1,5847,1
6,16,0,10.35,400,0,5825,2
4,8,0,13.01,400,1,5837,1
2,5,0,10.2,400,0,5828,2
5,21,0,8.44,400,1,5834,2
3,8,0,9.95,400,0,5860,2
0,5,0,0.25,400,1,5835,2
3,8,0,9.95,400,1,5820,1
3,8,0,9.95,1000,0,5270,2
7,15,0,11.75,1000,0,5266,2
2,10,0,7.29,1000,0,5222,1
6,15,0,10.7,1000,0,5250,1
6,22,1,9.79,1000,0,5266,1
7,17,0,10.98,1000,0,5219,2
12,33,1,10.89,1000,0,5266,2
3,13,0,7.93,1000,0,5265,2
9,20,0,12.06,1000,0,5239,3
8,35,1,8.59,1000,0,5221,2
7,12,0,14.23,1000,0,5232,1
2,16,0,6.4,1000,0,5275,1
3,17,0,6.84,1000,0,5277,1
7,19,0,10.4,1000,0,5256,1
5,16,0,8.97,1000,0,5231,2
4,14,1,9.5,1000,0,5225,2
6,12,0,12.13,1000,0,5265,1
6,19,0,9.57,1000,0,5263,1
9,20,0,12.06,1000,0,5239,3
2,15,0,6.11,600,0,4206,1
1,16,0,5.02,600,0,4225,1
2,9,0,7.59,600,0,4263,1
6,14,0,11.25,600,0,4216,2
2,15,0,6.11,600,0,4202,1
2,9,0,7.98,600,0,4261,1
6,14,0,11.25,600,0,4216,2
5,14,0,9.97,600,0,4257,2
2,15,0,6.49,600,0,4242,1
7,18,0,10.67,600,0,4224,3
7,17,0,10.98,600,0,4220,1
6,20,0,9.79,600,0,4211,2
7,18,0,10.67,600,0,4235,1
6,18,0,9.79,600,0,4246,3
3,8,0,10.75,600,0,4216,1
7,19,0,10.4,600,0,4215,1
6,17,0,9.63,600,0,4238,1
7,18,0,10.67,600,0,4235,1
3,12,0,8.18,1200,1,4939,3
3,22,0,6.34,1200,1,4952,1
2,12,0,6.78,1200,1,4936,1
6,12,0,12.13,1200,1,4954,1
9,18,0,12.42,1200,1,4943,2
6,21,0,9.19,1200,1,4955,3
4,22,0,7.69,1200,1,4930,3
8,15,0,12.43,1200,1,4958,2
4,10,0,10.45,1200,1,4987,1
2,12,1,7.29,1200,1,4954,1
4,16,0,8.38,1200,1,4971,1
3,6,0,11.83,1200,1,4981,7
7,16,0,11.34,1200,1,4971,3
4,19,0,8.04,1200,1,4935,3
5,22,0,8.58,1200,1,4980,1
7,22,0,9.94,1200,1,4956,1
8,13,0,14,200,0,5994,2
3,15,0,7.25,200,0,5976,1
6,14,0,11.1,200,0,5986,1
6,13,0,12.13,200,0,5991,2
2,10,0,7.29,200,0,5987,3
6,21,0,9.19,200,0,5972,1
8,23,0,10.27,200,0,6011,1
5,16,0,9.36,200,0,6002,2
0,1,0,0.05,200,0,5965,1
1,2,0,11.63,200,0,6012,1
3,7,0,10.75,200,0,5984,2
5,23,1,8.44,200,0,5956,2
4,21,0,7.79,200,0,5961,3
1,8,0,6.01,200,0,5985,4
5,21,0,7.92,200,0,5959,1
4,7,0,13.01,200,0,5972,2
7,14,0,12.23,200,0,6003,1
4,10,0,10.45,400,0,4921,1
6,16,0,10.35,400,0,4939,1
5,16,0,9.36,400,1,4929,3
10,19,0,13.3,400,1,4940,3
2,4,0,11.73,400,1,4936,1
4,14,0,8.84,400,1,4937,1
7,20,0,10.16,400,0,4912,1
5,19,0,8.1,400,1,4911,2
8,19,0,11.55,400,0,4940,1
3,15,0,7.17,400,0,4908,2
8,13,0,14,400,1,4909,1
5,16,0,9.36,400,1,4935,3
5,18,0,8.92,400,1,4940,2
6,14,0,11.1,400,1,4944,2
6,14,0,10.75,400,1,4910,2
8,20,0,11.23,400,1,4917,2
7,17,0,10.98,400,0,4927,2
8,17,0,11.91,400,1,4922,2
5,18,0,8.92,400,0,4930,2
6,17,0,10.05,400,0,4909,1
4,15,0,8.59,400,1,4929,1
4,11,0,9.92,400,0,4914,2
6,22,0,9.03,400,0,4915,3
5,23,0,7.92,400,0,4933,1
6,20,0,9.37,1000,0,5895,1
3,13,0,7.93,1000,0,5874,1
5,11,0,11.36,1000,0,5880,3
5,13,0,10.35,1000,0,5898,1
7,15,0,11.75,1000,0,5892,2
3,8,0,9.95,1000,0,5918,2
6,17,0,10.05,1000,0,5901,1
5,13,0,10.35,1000,0,5891,2
3,15,1,8.18,1000,0,5896,2
4,14,0,8.84,1000,0,5872,2
5,18,0,9.36,1000,0,5919,1
8,20,0,10.94,1000,0,5868,3
3,14,1,8.18,1000,0,5882,2
4,15,0,8.59,1000,0,5871,1
8,15,0,12.8,1000,0,5903,3
6,23,0,9.03,1000,0,5902,3
6,14,0,11.1,1000,0,5886,1
8,18,0,11.55,200,0,4556,1
2,12,0,6.86,200,0,4587,2
7,20,0,10.16,200,0,4526,1
3,14,0,7.71,200,0,4575,2
4,15,0,8.59,200,0,4549,3
3,5,0,13.36,200,0,4586,3
3,8,0,9.95,200,0,4529,1
4,10,0,10.45,200,0,4557,2
5,12,0,10.81,200,0,4577,2
3,5,0,13.36,200,0,4586,3
4,10,0,11.1,200,0,4560,1
2,14,0,6.71,200,0,4536,1
3,15,0,7.54,200,0,4530,1
6,18,0,9.79,200,0,4547,3
6,18,0,9.79,200,0,4561,3
5,10,0,12.03,200,0,4521,1
4,18,0,8.04,200,0,4559,1
6,15,0,10.7,200,0,4560,2
5,16,0,9.36,200,0,4551,2
0,2,0,0.1,200,0,4579,1
8,19,0,11.23,1200,1,5534,2
7,15,0,11.75,1200,1,5507,9
4,19,0,8.04,1200,1,5521,2
7,15,0,11.75,1200,1,5521,1
16,43,1,11.08,1200,1,5512,1
6,18,0,9.79,1200,1,5519,2
7,19,0,10.4,1200,1,5532,3
7,16,0,11.34,1200,1,5536,1
11,40,1,9.18,1200,1,5513,1
14,38,1,10.82,1200,1,5524,1
3,20,0,7,1200,1,5539,5
7,17,0,10.98,1200,1,5506,1
6,19,0,9.57,1200,1,5506,2
6,15,0,10.7,1200,1,5509,2
6,19,0,9.09,1200,1,5539,2
4,16,0,8.22,1200,1,5484,2
5,17,0,9.12,1600,1,5955,1
3,16,0,7.39,1600,1,5931,1
5,21,0,8.58,1600,1,5975,3
5,12,0,11.36,1600,1,5941,2
4,13,0,9.14,1600,1,5930,7
9,19,0,12.06,1600,1,5935,1
6,17,0,10.35,1600,1,5952,4
8,19,0,11.55,1600,1,5937,2
4,13,0,9.5,1600,1,5967,1
4,13,0,9.14,1600,1,5958,1
3,14,0,7.71,1600,1,5927,1
5,12,0,10.81,1600,1,5937,2
7,19,0,10.4,1600,1,5977,3
5,10,0,12.03,1600,1,5979,1
4,15,0,8.22,200,0,5143,2
8,18,0,11.55,200,0,5150,1
1,11,0,5.62,200,0,5120,2
7,17,0,11.34,200,0,5115,3
5,11,0,11.36,200,0,5139,1
3,6,0,11.83,200,0,5131,1
7,15,0,11.75,200,0,5113,2
4,13,0,9.14,200,0,5153,1
3,26,0,6.75,200,0,5109,1
8,19,0,11.23,200,0,5108,3
4,19,0,8.04,200,0,5143,2
2,9,0,7.98,200,0,5108,2
9,18,0,12.42,200,0,5150,1
3,10,0,10.75,200,0,5133,2
3,10,0,8.87,200,0,5141,2
7,17,0,10.98,200,0,5146,1
7,19,0,9.93,200,0,5148,1
9,14,0,15.21,200,0,5136,2
8,18,0,11.55,2000,1,6160,5
7,22,0,9.75,2000,1,6133,1
5,19,0,8.73,2000,1,6163,2
7,15,0,11.75,2000,1,6125,1
8,16,0,12.33,2000,1,6105,1
11,16,0,15.29,2000,1,6129,1
8,18,0,11.55,2000,1,6154,4
4,12,0,9.5,2000,1,6122,1
1,2,0,11.63,2000,1,6160,1
9,18,0,12.42,2000,1,6106,2
4,18,0,8.19,2000,1,6110,1
2,13,0,6.71,2000,1,6139,1
9,16,0,13.31,2000,1,6133,2
2,4,0,11.73,2000,1,6104,2
6,16,0,10.35,2000,1,6142,1
7,20,0,10.16,2000,1,6104,2
7,22,0,9.75,2000,1,6133,1
6,12,0,12.79,1600,1,5550,2
9,21,1,13.31,1600,1,5522,1
7,15,0,11.75,1600,1,5565,3
4,8,1,16.52,1600,1,5569,2
9,17,0,13.31,1600,1,5538,2
3,7,0,10.75,1600,1,5547,1
3,10,0,9.35,1600,1,5557,2
6,19,0,8.94,1600,1,5541,1
1,1,0,19.48,1600,1,5531,2
4,11,0,9.92,1600,1,5528,2
4,10,0,10.45,1600,1,5575,1
5,20,0,8.58,1600,1,5519,2
3,21,0,7,1600,1,5560,1
6,11,0,12.79,1600,1,5556,1
5,15,0,9.64,400,0,5423,2
3,11,0,8.49,400,0,5424,2
6,20,0,9.57,400,0,5412,2
4,20,0,8.04,400,1,5408,6
2,9,0,7.59,400,0,5405,2
7,17,0,10.98,400,0,5402,1
6,14,0,11.1,400,0,5435,1
3,16,0,7.39,400,0,5436,4
0,10,0,0.5,400,1,5397,2
2,3,0,19.53,400,0,5422,1
6,15,0,10.7,400,0,5419,1
2,9,0,7.59,400,1,5404,1
5,17,0,9.12,400,1,5420,3
8,17,0,11.49,400,0,5395,1
5,15,0,9.64,400,1,5390,2
8,14,0,13.35,400,1,5406,1
1,8,0,6.01,400,1,5429,1
8,21,0,10.94,400,0,5429,1
5,21,0,8.44,400,0,5391,4
11,41,1,9.06,400,1,5391,3
5,16,0,9.36,400,0,5410,2
5,22,0,8.32,400,1,5392,1
4,9,0,11.1,400,1,5435,1
5,14,0,9.97,400,1,5419,1
2,3,0,14.31,400,0,5425,1
6,13,0,11.57,400,0,5428,2
5,11,0,12.86,400,0,5407,1
4,15,0,8.59,400,1,5396,1
8,18,0,11.55,2000,1,5568,2
3,9,0,9.95,2000,1,5547,1
3,7,0,11.83,2000,1,5532,3
4,7,0,13.01,2000,1,5538,1
6,20,0,9.37,2000,1,5531,1
9,12,0,16.07,2000,1,5532,3
10,20,1,12.89,2000,1,5570,2
2,6,0,9.2,2000,1,5551,1
7,18,0,10.67,2000,1,5530,2
7,14,0,12.23,2000,1,5572,2
6,24,1,9.37,2000,1,5533,2
5,20,1,8.92,2000,1,5569,1
4,10,0,11.1,2000,1,5532,1
4,13,0,9.14,2000,1,5526,1
2,6,1,11.73,2000,1,5569,1
5,17,0,9.36,2000,1,5527,1
8,22,0,10.47,2000,1,5569,3
4,21,0,7.69,2000,1,5576,3
1,6,0,6.57,200,0,4821,1
5,23,0,8.21,200,0,4846,1
7,16,0,11.34,200,0,4805,1
7,16,0,12.23,200,0,4831,2
6,12,0,12.13,200,0,4824,2
6,11,0,12.79,200,0,4832,2
7,17,0,10.98,200,0,4813,2
6,8,0,17.52,200,0,4845,1
5,8,1,15.26,200,0,4824,2
8,18,0,12.33,200,0,4805,1
4,15,0,8.59,200,0,4827,1
3,17,1,7.54,200,0,4830,2
2,5,0,10.2,200,0,4801,2
7,22,0,9.94,200,0,4814,1
5,19,0,8.92,200,0,4813,7
6,20,0,9.57,200,0,4803,1
3,18,0,7.54,200,0,4808,1
3,14,0,7.71,200,0,4836,2
10,33,1,10.52,200,0,4808,2
5,20,0,8.58,2000,1,5120,2
4,15,0,8.59,2000,1,5109,1
7,17,0,10.98,2000,1,5129,2
6,16,0,10.35,2000,1,5103,4
4,8,0,11.93,2000,1,5122,2
4,15,0,8.84,2000,1,5109,2
5,16,0,9.36,2000,1,5117,1
7,16,0,11.75,2000,1,5133,1
5,14,0,9.97,2000,1,5113,1
5,22,0,7.77,2000,1,5159,2
5,20,0,8.73,2000,1,5121,1
5,17,0,8.7,2000,1,5108,4
3,4,0,15.68,2000,1,5169,1
2,8,0,7.98,2000,1,5116,1
5,5,0,19.67,2000,1,5166,1
4,17,0,8.19,2000,1,5169,3
4,19,0,7.9,2000,1,5161,2
2,8,0,7.98,2000,1,5116,1
2,10,0,7.29,600,0,5070,2
4,14,0,8.5,600,0,5058,5
6,17,0,10.05,600,0,5060,2
2,13,0,6.86,600,0,5090,1
3,4,0,15.68,600,0,5084,1
4,12,0,9.92,600,0,5097,1
6,15,0,10.7,600,0,5090,2
4,8,0,11.93,600,0,5063,1
3,15,0,7.54,600,0,5057,1
5,19,0,8.92,600,0,5104,1
9,38,1,8.76,600,0,5071,1
7,17,0,10.98,600,0,5109,1
6,15,0,10.7,600,0,5078,2
6,19,0,9.57,600,0,5089,1
6,22,0,8.49,1600,1,4561,1
1,17,0,5.42,1600,1,4530,4
4,16,0,8.38,1600,1,4554,1
9,15,0,13.85,1600,1,4541,2
4,17,1,8.59,1600,1,4555,2
3,4,0,19.58,1600,1,4524,3
5,17,0,9.12,1600,1,4549,2
3,13,0,8.18,1600,1,4542,6
2,18,0,5.84,1600,1,4540,2
5,13,0,10.35,1600,1,4563,1
2,19,0,6.28,1600,1,4520,2
2,7,0,8.5,1600,1,4522,1
7,16,0,11.75,1600,1,4535,1
3,15,0,7.54,1600,1,4560,3
12,30,1,11.1,800,0,6296,1
12,35,1,10.52,800,1,6271,2
8,18,0,11.55,800,1,6264,1
5,8,0,17.09,800,1,6269,1
8,21,0,10.94,800,0,6260,4
8,18,0,11.55,800,1,6269,1
6,19,1,10.05,800,0,6268,2
9,38,1,8.76,800,0,6285,1
3,9,0,9.35,800,0,6280,1
5,17,0,9.12,800,0,6259,2
4,12,0,9.5,800,1,6260,1
9,15,0,13.85,800,1,6293,2
2,12,0,6.86,800,0,6269,2
9,24,0,10.75,800,1,6260,2
5,12,0,10.81,800,0,6285,2
8,19,0,11.23,800,0,6280,1
8,16,0,12.33,800,0,6273,2
12,50,1,8.83,800,1,6256,1
4,17,0,8.19,800,0,6273,4
6,22,0,9.03,800,1,6281,2
4,20,0,7.79,800,0,6255,3
5,10,0,12.86,800,0,6277,1
8,13,0,14.76,800,1,6258,2
4,12,0,9.5,800,0,6271,1
7,13,0,12.78,800,0,6281,2
6,21,1,10.05,800,1,6269,1
4,24,0,7.46,800,1,6261,2
6,17,0,10.05,800,0,6262,2
4,13,0,9.14,800,0,4787,3
7,19,0,10.67,800,0,4797,1
4,11,0,9.92,800,1,4812,1
8,17,0,12.33,800,0,4819,2
6,19,0,9.57,800,0,4795,1
4,10,1,11.93,800,1,4831,3
4,7,0,12.83,800,1,4808,2
5,19,0,8.73,800,0,4822,1
3,3,0,19.58,800,1,4816,1
4,20,0,7.79,800,1,4827,1
4,14,0,8.84,800,0,4827,1
1,3,0,9.05,800,1,4795,1
5,14,0,9.97,800,0,4792,2
5,16,0,9.36,800,1,4828,2
2,18,0,5.84,800,0,4789,6
8,22,0,10.69,800,0,4833,1
3,4,0,15.68,800,0,4809,1
8,16,0,12.8,800,0,4800,2
7,15,0,11.75,800,1,4801,4
8,13,0,14.76,800,0,4797,1
8,12,0,14.76,800,1,4797,1
7,13,0,12.78,800,1,4836,3
2,5,0,10.2,800,0,4813,2
6,18,0,9.79,800,1,4836,3
2,2,0,19.53,800,0,4800,2
6,16,0,10.35,800,1,4790,3
5,15,0,9.27,800,1,4822,2
9,13,0,15.21,800,1,4792,4
6,20,0,9.37,800,0,4816,2
8,16,0,12.33,600,0,5891,3
3,11,0,8.49,600,0,5881,1
6,20,0,9.37,600,0,5882,2
5,18,0,8.92,600,0,5922,1
5,8,0,15.26,600,0,5903,2
7,20,0,10.4,600,0,5917,3
3,9,0,9.35,600,0,5925,1
2,5,0,10.2,600,0,5891,2
3,7,0,10.75,600,0,5903,2
3,10,0,8.87,600,0,5916,2
6,24,0,8.77,600,0,5881,2
2,15,0,6.59,600,0,5877,1
4,13,0,9.14,600,0,5882,2
4,17,0,7.77,600,0,5908,2
4,10,0,10.45,600,0,5902,2
6,19,0,9.57,2000,1,4867,2
5,17,0,8.7,2000,1,4877,1
4,13,0,9.14,2000,1,4894,2
4,13,0,9.14,2000,1,4862,1
7,16,0,11.34,2000,1,4876,3
8,15,0,12.8,2000,1,4866,1
3,4,0,15.68,2000,1,4838,5
2,3,0,14.31,2000,1,4887,4
4,17,0,8.19,2000,1,4868,2
6,22,1,9.79,2000,1,4855,1
8,19,0,11.23,2000,1,4845,1
5,8,0,13.9,2000,1,4875,3
